session_id,rep_index,global_rep_id,err_knee_flexion_at_bottom,err_knee_flexion_range,err_trunk_lean_at_bottom,err_trunk_lean_mean,err_trunk_lean_max,err_trunk_lean_range,err_trunk_lean_at_end,err_descent_ascent_ratio,err_descent_time_s,err_ascent_time_s,err_knee_vel_max_descent,err_knee_vel_max_ascent,err_knee_jerk_max,err_knee_jerk_rms,err_normalized_jerk_cost
33194_1,0,69,0.042781621363584335,0.07283661443093771,0.02636892469309206,0.08019932616711559,0.0004001650749329188,0.0032823294461447714,0.0050797105303468666,0.009887425266537658,0.020487213366540434,0.024792678089929254,0.02297517897952469,0.00023207355036403306,0.005868095118556866,0.007498996920840228,2.494439639755325e-05
33207_1,0,70,0.009884319049420843,0.009327797562385602,0.007075902091387518,0.014701804189640124,0.011615255036811111,2.6523746461909188e-05,0.011351279428181744,0.015906466283490753,0.01438932061671349,0.013266405232925426,0.01685897499345131,0.07722998164888922,0.014119731210059066,0.00368990051302736,7.057977133155795e-05
33207_1,1,71,0.009149070670096567,0.00773682840231884,0.021789670008039334,9.706524508609907e-05,0.010568361870691852,6.970118213395148e-05,0.000999803392803149,0.009668429108735109,0.010729381152935659,0.008901050427499554,0.01902710670025712,0.18192162608212303,0.018940144501564102,0.0037645377852881163,0.0007681372691082395
33218_2,0,72,0.000578703307963305,0.0010614147396562528,0.0010854931643451194,0.005962319658003702,0.0007112178724065232,5.0864260245566064e-05,0.00017095249912167768,0.0012387065180876485,0.0004783864567343704,0.005229069609116441,0.03013027177557186,0.002777708057428108,0.0017856722257175268,0.0011701791844140883,9.726963323932588e-05
33218_2,1,73,0.021685445504192744,0.03419464998054449,0.012331201932444974,0.039177353590924044,0.001707971747624511,0.002802309609938036,0.005589766497842381,0.0003924427513151414,0.00014738453002485,0.0006900385622473331,0.016800082970297094,0.0008181397732929911,0.008364850717237731,0.027004349199719276,0.00018948687600633265
33223_1,0,74,0.3517902956801782,0.6018996418532967,0.030057823640519205,0.008939756902636896,0.15176403905868996,0.0960113562771278,6.609718320496079e-05,0.04975828952479093,0.029063348461350662,0.025233377155903406,0.025753806051191094,0.17214620991033103,0.0019002601513392783,0.0032435809868933585,9.11983404803388e-09
33223_1,1,75,0.017848671908974052,0.034405977122414756,0.0038168114029678312,0.034104104942978226,0.01163459763509732,0.0003938945399328474,0.0006987345359599021,0.010346440760445533,0.006507739670052821,0.004547212392118306,0.03530346305210165,0.0011620489453388,0.07946194144733701,0.04755552285086507,5.5049671830818104e-05
33229_2,0,76,0.011961617914328749,0.02381711829578768,0.04548518227099583,0.056135345647588354,0.002271030854969917,0.0010735510387779403,0.0003079333342906704,0.030092629180422957,0.02150226804466641,0.019266231987930864,0.00130000346417612,0.06548499193326225,0.006585932776016048,0.0005141770083949065,0.0003919922373139867
33229_2,1,77,0.01047657630384962,0.016642111437253904,0.004415359516809481,0.005558463283158245,0.0032929312911992047,0.0005434870658585864,0.011307239699380824,0.0013354878327918468,1.6522146334825657e-07,0.00020224468442378368,0.009136286384757821,0.0007097115282424103,3.7088279535470745e-08,0.0008136092742713921,1.840848444237202e-06
33234_1,0,78,0.07461612152007195,0.10300063918302066,0.04283889144802517,0.020898052091463535,0.08716601361325219,0.011614692013328458,0.1399599895436802,0.2835454952877707,0.17611255757901992,0.15807990279926126,0.0005525205212156616,0.60605462986122,0.03372667916786873,0.00605316591139985,0.001512357789529383
33234_1,1,79,0.13575545869438488,0.32718547271057624,0.3167617142512787,0.08582627594063642,0.010247133053486856,0.04974735212427721,2.180563092680736,0.01894761216496852,0.050728175740467916,0.06028005308425748,0.036700963669261115,0.2494789082924593,0.0076277213342413035,0.009381859117770307,0.0011511190245443652
33235_2,0,80,0.006010391083444925,0.004705414078636789,0.010518476006464259,0.0055025338462287255,0.013431691592203763,0.00021191050567788132,0.00583814949929379,0.0005811681102249986,0.013614973829193596,0.00597036072752556,0.0010399475941025758,0.0888537840684579,0.0008979333905297463,0.008254439458805243,0.0003107183986288332
33235_2,1,81,6.248116960960551e-05,1.288096353737856e-07,0.0011439086818200617,0.0022715997558436095,0.004010263317397439,0.00030755211695018624,0.0014796851517311245,0.0005054509459572966,0.0014649839552260805,0.0031606821903142814,0.000865031847840658,0.00442028789806964,0.0028729101462563232,0.005317470819985197,1.5556813557502448e-05
33236_3,0,82,0.028106054228754902,0.042417710729158536,0.0013040178585563393,0.03575255650516196,0.0001632085669708912,0.006844495154438319,0.047141902445395956,0.08928759484150442,0.055071718124898174,0.04251419031557363,0.3557345731351007,0.04283527772767225,0.002784893657359904,0.006112468493526388,0.0001826351059353846
33238_3,0,83,0.018444620214117174,0.020325924435676542,0.004229388756914377,0.21926239794255772,0.01321759668110102,0.00043353656346646814,0.11343750750547198,0.0013345617499884509,0.0010198921024744028,0.0011833070405519567,0.06493075229000354,0.0005542041684267856,0.002075383063834159,0.016508295343595738,0.00022895928512048046
33238_3,1,84,0.059786110590709284,0.14029819813980327,0.15908888075071623,0.0006566441977362545,0.005738806323649721,0.0012520259752540268,0.40684297710500117,0.0025875204066269277,0.004092496417011453,0.0030700030626189066,0.005050450600339022,0.1740469310423243,0.0012290341035577554,0.03483061469311511,0.0013527752218902706
